filename,url,description,category
i1118sl.pdf,https://www.irs.gov/pub/irs-pdf/i1118sl.pdf,1225 Inst 1118 (Schedule L)              (PDF),instructions
f1042.pdf,https://www.irs.gov/pub/irs-pdf/f1042.pdf,2025 Form 1042                           (PDF),forms
f990sa.pdf,https://www.irs.gov/pub/irs-pdf/f990sa.pdf,2025 Form 990 or 990-EZ (Sch A)          (PDF),forms
i1042s.pdf,https://www.irs.gov/pub/irs-pdf/i1042s.pdf,2026 Inst 1042-S                         (PDF),instructions
i1042.pdf,https://www.irs.gov/pub/irs-pdf/i1042.pdf,2025 Inst 1042                           (PDF),instructions
f8453te.pdf,https://www.irs.gov/pub/irs-pdf/f8453te.pdf,2025 Form 8453-TE                        (PDF),forms
p1136.pdf,https://www.irs.gov/pub/irs-pdf/p1136.pdf,1225 Publ 1136                           (PDF),publications
i8804sa.pdf,https://www.irs.gov/pub/irs-pdf/i8804sa.pdf,2025 Inst 8804 (Schedule A)              (PDF),instructions
f1040sj.pdf,https://www.irs.gov/pub/irs-pdf/f1040sj.pdf,2025 Form 1040 (Schedule J)              (PDF),forms
f1139.pdf,https://www.irs.gov/pub/irs-pdf/f1139.pdf,1225 Form 1139                           (PDF),forms
f4137.pdf,https://www.irs.gov/pub/irs-pdf/f4137.pdf,2025 Form 4137                           (PDF),forms
f2350sp.pdf,https://www.irs.gov/pub/irs-pdf/f2350sp.pdf,2025 Form 2350 (sp)                      (PDF),forms
f8288b.pdf,https://www.irs.gov/pub/irs-pdf/f8288b.pdf,1225 Form 8288-B                         (PDF),forms
f8804sa.pdf,https://www.irs.gov/pub/irs-pdf/f8804sa.pdf,2025 Form 8804 (Schedule A)              (PDF),forms
i8936.pdf,https://www.irs.gov/pub/irs-pdf/i8936.pdf,2025 Inst 8936                           (PDF),instructions
f8936.pdf,https://www.irs.gov/pub/irs-pdf/f8936.pdf,2025 Form 8936                           (PDF),forms
f8936sa.pdf,https://www.irs.gov/pub/irs-pdf/f8936sa.pdf,2025 Form 8936 (Schedule A)              (PDF),forms
p4485.pdf,https://www.irs.gov/pub/irs-pdf/p4485.pdf,1225 Publ 4485                           (PDF),publications
i1139.pdf,https://www.irs.gov/pub/irs-pdf/i1139.pdf,1225 Inst 1139                           (PDF),instructions
f8889.pdf,https://www.irs.gov/pub/irs-pdf/f8889.pdf,2025 Form 8889                           (PDF),forms
i943.pdf,https://www.irs.gov/pub/irs-pdf/i943.pdf,2025 Inst 943                            (PDF),instructions
f943.pdf,https://www.irs.gov/pub/irs-pdf/f943.pdf,2025 Form 943                            (PDF),forms
f911sp.pdf,https://www.irs.gov/pub/irs-pdf/f911sp.pdf,0825 Form 911 (sp)                       (PDF),forms
p6123.pdf,https://www.irs.gov/pub/irs-pdf/p6123.pdf,1125 Publ 6123                           (PDF),publications
p5851b.pdf,https://www.irs.gov/pub/irs-pdf/p5851b.pdf,1125 Publ 5851-B                         (PDF),publications
i945a.pdf,https://www.irs.gov/pub/irs-pdf/i945a.pdf,1225 Inst 945-A                          (PDF),instructions
p509.pdf,https://www.irs.gov/pub/irs-pdf/p509.pdf,2026 Publ 509                            (PDF),publications
i5329.pdf,https://www.irs.gov/pub/irs-pdf/i5329.pdf,2025 Inst 5329                           (PDF),instructions
f1065x.pdf,https://www.irs.gov/pub/irs-pdf/f1065x.pdf,1025 Form 1065-X                         (PDF),forms
i1065x.pdf,https://www.irs.gov/pub/irs-pdf/i1065x.pdf,1025 Inst 1065-X                         (PDF),instructions
i8904.pdf,https://www.irs.gov/pub/irs-pdf/i8904.pdf,1125 Inst 8904                           (PDF),instructions
i8849s6.pdf,https://www.irs.gov/pub/irs-pdf/i8849s6.pdf,1025 Inst 8849 (Schedule 6)              (PDF),instructions
f990sn.pdf,https://www.irs.gov/pub/irs-pdf/f990sn.pdf,2025 Form 990 (Schedule N)               (PDF),forms
f8859.pdf,https://www.irs.gov/pub/irs-pdf/f8859.pdf,2025 Form 8859                           (PDF),forms
f990pf.pdf,https://www.irs.gov/pub/irs-pdf/f990pf.pdf,2025 Form 990-PF                         (PDF),forms
i7004.pdf,https://www.irs.gov/pub/irs-pdf/i7004.pdf,1225 Inst 7004                           (PDF),instructions
i1040sh.pdf,https://www.irs.gov/pub/irs-pdf/i1040sh.pdf,2025 Inst 1040 (Schedule H)              (PDF),instructions
f1040sh.pdf,https://www.irs.gov/pub/irs-pdf/f1040sh.pdf,2025 Form 1040 (Schedule H)              (PDF),forms
i2220.pdf,https://www.irs.gov/pub/irs-pdf/i2220.pdf,2025 Inst 2220                           (PDF),instructions
i8959.pdf,https://www.irs.gov/pub/irs-pdf/i8959.pdf,2025 Inst 8959                           (PDF),instructions
f8959.pdf,https://www.irs.gov/pub/irs-pdf/f8959.pdf,2025 Form 8959                           (PDF),forms
i8889.pdf,https://www.irs.gov/pub/irs-pdf/i8889.pdf,2025 Inst 8889                           (PDF),instructions
p4012.pdf,https://www.irs.gov/pub/irs-pdf/p4012.pdf,1025 Publ 4012                           (PDF),publications
i8824.pdf,https://www.irs.gov/pub/irs-pdf/i8824.pdf,2025 Inst 8824                           (PDF),instructions
p5384.pdf,https://www.irs.gov/pub/irs-pdf/p5384.pdf,1225 Publ 5384                           (PDF),publications
i8582.pdf,https://www.irs.gov/pub/irs-pdf/i8582.pdf,2025 Inst 8582                           (PDF),instructions
f6781.pdf,https://www.irs.gov/pub/irs-pdf/f6781.pdf,2025 Form 6781                           (PDF),forms
f5329.pdf,https://www.irs.gov/pub/irs-pdf/f5329.pdf,2025 Form 5329                           (PDF),forms
f1041es.pdf,https://www.irs.gov/pub/irs-pdf/f1041es.pdf,2026 Form 1041-ES                        (PDF),forms
i8854.pdf,https://www.irs.gov/pub/irs-pdf/i8854.pdf,2025 Inst 8854                           (PDF),instructions
f1042sq.pdf,https://www.irs.gov/pub/irs-pdf/f1042sq.pdf,2025 Form 1042 (Schedule Q)              (PDF),forms
f8854.pdf,https://www.irs.gov/pub/irs-pdf/f8854.pdf,2025 Form 8854                           (PDF),forms
i8082.pdf,https://www.irs.gov/pub/irs-pdf/i8082.pdf,1025 Inst 8082                           (PDF),instructions
f8582.pdf,https://www.irs.gov/pub/irs-pdf/f8582.pdf,2025 Form 8582                           (PDF),forms
fss16.pdf,https://www.irs.gov/pub/irs-pdf/fss16.pdf,1225 Form SS-16                          (PDF),forms
f2350.pdf,https://www.irs.gov/pub/irs-pdf/f2350.pdf,2025 Form 2350                           (PDF),forms
p504.pdf,https://www.irs.gov/pub/irs-pdf/p504.pdf,2025 Publ 504                            (PDF),publications
f8888.pdf,https://www.irs.gov/pub/irs-pdf/f8888.pdf,1225 Form 8888                           (PDF),forms
p938.pdf,https://www.irs.gov/pub/irs-pdf/p938.pdf,1224 Publ 938                            (PDF),publications
f940.pdf,https://www.irs.gov/pub/irs-pdf/f940.pdf,2025 Form 940                            (PDF),forms
f5227.pdf,https://www.irs.gov/pub/irs-pdf/f5227.pdf,2025 Form 5227                           (PDF),forms
f1041v.pdf,https://www.irs.gov/pub/irs-pdf/f1041v.pdf,2025 Form 1041-V                         (PDF),forms
f8621.pdf,https://www.irs.gov/pub/irs-pdf/f8621.pdf,1225 Form 8621                           (PDF),forms
n1015.pdf,https://www.irs.gov/pub/irs-pdf/n1015.pdf,1225 Notc 1015                           (PDF),other
f1041qft.pdf,https://www.irs.gov/pub/irs-pdf/f1041qft.pdf,1225 Form 1041-QFT                       (PDF),forms
f940sasp.pdf,https://www.irs.gov/pub/irs-pdf/f940sasp.pdf,2025 Form 940 (Schedule A) (sp)          (PDF),forms
i940sp.pdf,https://www.irs.gov/pub/irs-pdf/i940sp.pdf,2025 Inst 940 (sp)                       (PDF),instructions
f940sp.pdf,https://www.irs.gov/pub/irs-pdf/f940sp.pdf,2025 Form 940 (sp)                       (PDF),forms
i944.pdf,https://www.irs.gov/pub/irs-pdf/i944.pdf,2025 Inst 944                            (PDF),instructions
i8233.pdf,https://www.irs.gov/pub/irs-pdf/i8233.pdf,1225 Inst 8233                           (PDF),instructions
f944.pdf,https://www.irs.gov/pub/irs-pdf/f944.pdf,2025 Form 944                            (PDF),forms
i3520a.pdf,https://www.irs.gov/pub/irs-pdf/i3520a.pdf,1225 Inst 3520-A                         (PDF),instructions
i3520.pdf,https://www.irs.gov/pub/irs-pdf/i3520.pdf,1225 Inst 3520                           (PDF),instructions
f8804w.pdf,https://www.irs.gov/pub/irs-pdf/f8804w.pdf,2026 Form 8804-W                         (PDF),forms
i940.pdf,https://www.irs.gov/pub/irs-pdf/i940.pdf,2025 Inst 940                            (PDF),instructions
f940sa.pdf,https://www.irs.gov/pub/irs-pdf/f940sa.pdf,2025 Form 940 (Schedule A)               (PDF),forms
p5731b.pdf,https://www.irs.gov/pub/irs-pdf/p5731b.pdf,1125 Publ 5731-B                         (PDF),publications
i706gsd.pdf,https://www.irs.gov/pub/irs-pdf/i706gsd.pdf,1225 Inst 706-GS(D)                      (PDF),instructions
p5066a.pdf,https://www.irs.gov/pub/irs-pdf/p5066a.pdf,1125 Publ 5066-A                         (PDF),publications
f706gsd.pdf,https://www.irs.gov/pub/irs-pdf/f706gsd.pdf,1225 Form 706-GS(D)                      (PDF),forms
i3903.pdf,https://www.irs.gov/pub/irs-pdf/i3903.pdf,2025 Inst 3903                           (PDF),instructions
f5695.pdf,https://www.irs.gov/pub/irs-pdf/f5695.pdf,2025 Form 5695                           (PDF),forms
i2106.pdf,https://www.irs.gov/pub/irs-pdf/i2106.pdf,2025 Inst 2106                           (PDF),instructions
f2106.pdf,https://www.irs.gov/pub/irs-pdf/f2106.pdf,2025 Form 2106                           (PDF),forms
f6252.pdf,https://www.irs.gov/pub/irs-pdf/f6252.pdf,2025 Form 6252                           (PDF),forms
i7206.pdf,https://www.irs.gov/pub/irs-pdf/i7206.pdf,2025 Inst 7206                           (PDF),instructions
i7206.pdf,https://www.irs.gov/pub/irs-pdf/i7206.pdf,2025 Inst 7206                           (PDF),instructions
f8810.pdf,https://www.irs.gov/pub/irs-pdf/f8810.pdf,2025 Form 8810                           (PDF),forms
i8810.pdf,https://www.irs.gov/pub/irs-pdf/i8810.pdf,2025 Inst 8810                           (PDF),instructions
f8919.pdf,https://www.irs.gov/pub/irs-pdf/f8919.pdf,2025 Form 8919                           (PDF),forms
p915.pdf,https://www.irs.gov/pub/irs-pdf/p915.pdf,2025 Publ 915                            (PDF),publications
f990sh.pdf,https://www.irs.gov/pub/irs-pdf/f990sh.pdf,2025 Form 990 (Schedule H)               (PDF),forms
i706gsd1.pdf,https://www.irs.gov/pub/irs-pdf/i706gsd1.pdf,1225 Inst 706-GS(D-1)                    (PDF),instructions
f706gsd1.pdf,https://www.irs.gov/pub/irs-pdf/f706gsd1.pdf,1225 Form 706-GS(D-1)                    (PDF),forms
i8952.pdf,https://www.irs.gov/pub/irs-pdf/i8952.pdf,1125 Inst 8952                           (PDF),instructions
f706gst.pdf,https://www.irs.gov/pub/irs-pdf/f706gst.pdf,1225 Form 706-GS(T)                      (PDF),forms
p5731bsp.pdf,https://www.irs.gov/pub/irs-pdf/p5731bsp.pdf,1125 Publ 5731-B (sp)                    (PDF),publications
i1040sr.pdf,https://www.irs.gov/pub/irs-pdf/i1040sr.pdf,2025 Inst 1040 (Schedule R)              (PDF),instructions
fw3pr.pdf,https://www.irs.gov/pub/irs-pdf/fw3pr.pdf,2026 Form W-3 (PR) (en-sp)               (PDF),forms
f8829.pdf,https://www.irs.gov/pub/irs-pdf/f8829.pdf,2025 Form 8829                           (PDF),forms
i1040ssp.pdf,https://www.irs.gov/pub/irs-pdf/i1040ssp.pdf,2025 Inst 1040 (Schedule SE) (sp)        (PDF),instructions
p1167.pdf,https://www.irs.gov/pub/irs-pdf/p1167.pdf,1025 Publ 1167                           (PDF),publications
i706gst.pdf,https://www.irs.gov/pub/irs-pdf/i706gst.pdf,1225 Inst 706-GS(T)                      (PDF),instructions
i709.pdf,https://www.irs.gov/pub/irs-pdf/i709.pdf,2025 Inst 709                            (PDF),instructions
n703.pdf,https://www.irs.gov/pub/irs-pdf/n703.pdf,1125 Notc 703                            (PDF),other
f1120pol.pdf,https://www.irs.gov/pub/irs-pdf/f1120pol.pdf,2025 Form 1120-POL                       (PDF),forms
i8804w.pdf,https://www.irs.gov/pub/irs-pdf/i8804w.pdf,2026 Inst 8804-W                         (PDF),instructions
f1040ssp.pdf,https://www.irs.gov/pub/irs-pdf/f1040ssp.pdf,2025 Form 1040 (Schedule SE) (sp)        (PDF),forms
p5140.pdf,https://www.irs.gov/pub/irs-pdf/p5140.pdf,1125 Publ 5140                           (PDF),publications
p4491.pdf,https://www.irs.gov/pub/irs-pdf/p4491.pdf,1025 Publ 4491                           (PDF),publications
f1041t.pdf,https://www.irs.gov/pub/irs-pdf/f1041t.pdf,2025 Form 1041-T                         (PDF),forms
f8050.pdf,https://www.irs.gov/pub/irs-pdf/f8050.pdf,1225 Form 8050                           (PDF),forms
f4972.pdf,https://www.irs.gov/pub/irs-pdf/f4972.pdf,2025 Form 4972                           (PDF),forms
f3903.pdf,https://www.irs.gov/pub/irs-pdf/f3903.pdf,2025 Form 3903                           (PDF),forms
f990sc.pdf,https://www.irs.gov/pub/irs-pdf/f990sc.pdf,2025 Form 990 or 990-EZ (Sch C)          (PDF),forms
f13614ct.pdf,https://www.irs.gov/pub/irs-pdf/f13614ct.pdf,1025 Form 13614-C (zh-t)                 (PDF),forms
p5451sp.pdf,https://www.irs.gov/pub/irs-pdf/p5451sp.pdf,1025 Publ 5451 (sp)                      (PDF),publications
p5451asp.pdf,https://www.irs.gov/pub/irs-pdf/p5451asp.pdf,1025 Publ 5451-A (sp)                    (PDF),publications
i6198.pdf,https://www.irs.gov/pub/irs-pdf/i6198.pdf,1125 Inst 6198                           (PDF),instructions
f6744.pdf,https://www.irs.gov/pub/irs-pdf/f6744.pdf,1025 Form 6744                           (PDF),forms
p225.pdf,https://www.irs.gov/pub/irs-pdf/p225.pdf,2025 Publ 225                            (PDF),publications
f6198.pdf,https://www.irs.gov/pub/irs-pdf/f6198.pdf,1125 Form 6198                           (PDF),forms
f1040sse.pdf,https://www.irs.gov/pub/irs-pdf/f1040sse.pdf,2025 Form 1040 (Schedule SE)             (PDF),forms
i1040sse.pdf,https://www.irs.gov/pub/irs-pdf/i1040sse.pdf,2025 Inst 1040 (Schedule SE)             (PDF),instructions
i8863.pdf,https://www.irs.gov/pub/irs-pdf/i8863.pdf,2025 Inst 8863                           (PDF),instructions
p4473.pdf,https://www.irs.gov/pub/irs-pdf/p4473.pdf,1125 Publ 4473                           (PDF),publications
f8863.pdf,https://www.irs.gov/pub/irs-pdf/f8863.pdf,2025 Form 8863                           (PDF),forms
f8880.pdf,https://www.irs.gov/pub/irs-pdf/f8880.pdf,2025 Form 8880                           (PDF),forms
f13614cl.pdf,https://www.irs.gov/pub/irs-pdf/f13614cl.pdf,1025 Form 13614-C (pl)                   (PDF),forms
f13614pa.pdf,https://www.irs.gov/pub/irs-pdf/f13614pa.pdf,1025 Form 13614-C (pa)                   (PDF),forms
f13614ru.pdf,https://www.irs.gov/pub/irs-pdf/f13614ru.pdf,1025 Form 13614-C (ru)                   (PDF),forms
f13614tl.pdf,https://www.irs.gov/pub/irs-pdf/f13614tl.pdf,1025 Form 13614-C (tl)                   (PDF),forms
f13614ca.pdf,https://www.irs.gov/pub/irs-pdf/f13614ca.pdf,1025 Form 13614-C (ar)                   (PDF),forms
f13614cv.pdf,https://www.irs.gov/pub/irs-pdf/f13614cv.pdf,1025 Form 13614-C (vie)                  (PDF),forms
f13614cp.pdf,https://www.irs.gov/pub/irs-pdf/f13614cp.pdf,1025 Form 13614-C (pt)                   (PDF),forms
f13614fa.pdf,https://www.irs.gov/pub/irs-pdf/f13614fa.pdf,1025 Form 13614-C (fa)                   (PDF),forms
f13614ur.pdf,https://www.irs.gov/pub/irs-pdf/f13614ur.pdf,1025 Form 13614-C (ur)                   (PDF),forms
f13614cn.pdf,https://www.irs.gov/pub/irs-pdf/f13614cn.pdf,1025 Form 13614-C (zh-s)                 (PDF),forms
f8824.pdf,https://www.irs.gov/pub/irs-pdf/f8824.pdf,2025 Form 8824                           (PDF),forms
f13614so.pdf,https://www.irs.gov/pub/irs-pdf/f13614so.pdf,1025 Form 13614-C (so)                   (PDF),forms
i1040sb.pdf,https://www.irs.gov/pub/irs-pdf/i1040sb.pdf,2025 Inst 1040 (Schedule B)              (PDF),instructions
f13614gj.pdf,https://www.irs.gov/pub/irs-pdf/f13614gj.pdf,1025 Form 13614-C (guj)                  (PDF),forms
f13615sp.pdf,https://www.irs.gov/pub/irs-pdf/f13615sp.pdf,1025 Form 13615 (sp)                     (PDF),forms
f13614de.pdf,https://www.irs.gov/pub/irs-pdf/f13614de.pdf,1025 Form 13614-C (de)                   (PDF),forms
f13614bn.pdf,https://www.irs.gov/pub/irs-pdf/f13614bn.pdf,1025 Form 13614-C (bn)                   (PDF),forms
i109495b.pdf,https://www.irs.gov/pub/irs-pdf/i109495b.pdf,2025 Inst 1094-B and 1095-B              (PDF),instructions
p5101sp.pdf,https://www.irs.gov/pub/irs-pdf/p5101sp.pdf,1025 Publ 5101 (sp)                      (PDF),publications
f13614km.pdf,https://www.irs.gov/pub/irs-pdf/f13614km.pdf,1025 Form 13614-C (km)                   (PDF),forms
f13614ck.pdf,https://www.irs.gov/pub/irs-pdf/f13614ck.pdf,1025 Form 13614-C (ko)                   (PDF),forms
f13614it.pdf,https://www.irs.gov/pub/irs-pdf/f13614it.pdf,1025 Form 13614-C (it)                   (PDF),forms
i109495c.pdf,https://www.irs.gov/pub/irs-pdf/i109495c.pdf,2025 Inst 1094-C and 1095-C              (PDF),instructions
f13614fr.pdf,https://www.irs.gov/pub/irs-pdf/f13614fr.pdf,1025 Form 13614-C (fr)                   (PDF),forms
f13614ja.pdf,https://www.irs.gov/pub/irs-pdf/f13614ja.pdf,1025 Form 13614-C (ja)                   (PDF),forms
f13614ch.pdf,https://www.irs.gov/pub/irs-pdf/f13614ch.pdf,1025 Form 13614-C (ht)                   (PDF),forms
f8843.pdf,https://www.irs.gov/pub/irs-pdf/f8843.pdf,2025 Form 8843                           (PDF),forms
f8906.pdf,https://www.irs.gov/pub/irs-pdf/f8906.pdf,2025 Form 8906                           (PDF),forms
f1040sb.pdf,https://www.irs.gov/pub/irs-pdf/f1040sb.pdf,2025 Form 1040 (Schedule B)              (PDF),forms
f8689.pdf,https://www.irs.gov/pub/irs-pdf/f8689.pdf,2025 Form 8689                           (PDF),forms
f5074.pdf,https://www.irs.gov/pub/irs-pdf/f5074.pdf,2025 Form 5074                           (PDF),forms
i2555.pdf,https://www.irs.gov/pub/irs-pdf/i2555.pdf,2025 Inst 2555                           (PDF),instructions
f13614cs.pdf,https://www.irs.gov/pub/irs-pdf/f13614cs.pdf,1025 Form 13614-C (sp)                   (PDF),forms
f2555.pdf,https://www.irs.gov/pub/irs-pdf/f2555.pdf,2025 Form 2555                           (PDF),forms
f8879f.pdf,https://www.irs.gov/pub/irs-pdf/f8879f.pdf,2025 Form 8879-F                         (PDF),forms
fw8ce.pdf,https://www.irs.gov/pub/irs-pdf/fw8ce.pdf,1025 Form W-8CE                          (PDF),forms
f15080gu.pdf,https://www.irs.gov/pub/irs-pdf/f15080gu.pdf,1025 Form 15080 (guj)                    (PDF),forms
f8840.pdf,https://www.irs.gov/pub/irs-pdf/f8840.pdf,2025 Form 8840                           (PDF),forms
f15080ja.pdf,https://www.irs.gov/pub/irs-pdf/f15080ja.pdf,1025 Form 15080 (ja)                     (PDF),forms
f15080de.pdf,https://www.irs.gov/pub/irs-pdf/f15080de.pdf,1025 Form 15080 (de)                     (PDF),forms
f15080fa.pdf,https://www.irs.gov/pub/irs-pdf/f15080fa.pdf,1025 Form 15080 (fa)                     (PDF),forms
f1042t.pdf,https://www.irs.gov/pub/irs-pdf/f1042t.pdf,2025 Form 1042-T                         (PDF),forms
fw3.pdf,https://www.irs.gov/pub/irs-pdf/fw3.pdf,2026 Form W-3                            (PDF),forms
f15080zs.pdf,https://www.irs.gov/pub/irs-pdf/f15080zs.pdf,1025 Form 15080 (zh-s)                   (PDF),forms
f15080ko.pdf,https://www.irs.gov/pub/irs-pdf/f15080ko.pdf,1025 Form 15080 (ko)                     (PDF),forms
f15080km.pdf,https://www.irs.gov/pub/irs-pdf/f15080km.pdf,1025 Form 15080 (km)                     (PDF),forms
f15080so.pdf,https://www.irs.gov/pub/irs-pdf/f15080so.pdf,1025 Form 15080 (so)                     (PDF),forms
f15080it.pdf,https://www.irs.gov/pub/irs-pdf/f15080it.pdf,1025 Form 15080 (it)                     (PDF),forms
f15080.pdf,https://www.irs.gov/pub/irs-pdf/f15080.pdf,1025 Form 15080                          (PDF),forms
f15080pl.pdf,https://www.irs.gov/pub/irs-pdf/f15080pl.pdf,1025 Form 15080 (pl)                     (PDF),forms
f15080vi.pdf,https://www.irs.gov/pub/irs-pdf/f15080vi.pdf,1025 Form 15080 (vie)                    (PDF),forms
f15080ru.pdf,https://www.irs.gov/pub/irs-pdf/f15080ru.pdf,1025 Form 15080 (ru)                     (PDF),forms
f15080tl.pdf,https://www.irs.gov/pub/irs-pdf/f15080tl.pdf,1025 Form 15080 (tl)                     (PDF),forms
f15080fr.pdf,https://www.irs.gov/pub/irs-pdf/f15080fr.pdf,1025 Form 15080 (zh-t)                   (PDF),forms
f15080pt.pdf,https://www.irs.gov/pub/irs-pdf/f15080pt.pdf,1025 Form 15080 (pt)                     (PDF),forms
f15080sp.pdf,https://www.irs.gov/pub/irs-pdf/f15080sp.pdf,1025 Form 15080 (sp)                     (PDF),forms
p5571.pdf,https://www.irs.gov/pub/irs-pdf/p5571.pdf,1025 Publ 5571                           (PDF),publications
f15080bn.pdf,https://www.irs.gov/pub/irs-pdf/f15080bn.pdf,1025 Form 15080 (bn)                     (PDF),forms
f15080bn.pdf,https://www.irs.gov/pub/irs-pdf/f15080bn.pdf,1025 Form 15080 (bn)                     (PDF),forms
f15080ht.pdf,https://www.irs.gov/pub/irs-pdf/f15080ht.pdf,1025 Form 15080 (ht)                     (PDF),forms
f15080ur.pdf,https://www.irs.gov/pub/irs-pdf/f15080ur.pdf,1025 Form 15080 (ur)                     (PDF),forms
fw7coa.pdf,https://www.irs.gov/pub/irs-pdf/fw7coa.pdf,0825 Form W-7-COA                        (PDF),forms
f15080pa.pdf,https://www.irs.gov/pub/irs-pdf/f15080pa.pdf,1025 Form 15080 (pa)                     (PDF),forms
f15080ar.pdf,https://www.irs.gov/pub/irs-pdf/f15080ar.pdf,1025 Form 15080 (ar)                     (PDF),forms
f14512.pdf,https://www.irs.gov/pub/irs-pdf/f14512.pdf,1025 Form 14512                          (PDF),forms
p6050.pdf,https://www.irs.gov/pub/irs-pdf/p6050.pdf,1025 Publ 6050                           (PDF),publications
p5087fs.pdf,https://www.irs.gov/pub/irs-pdf/p5087fs.pdf,1025 Publ 5087                           (PDF),publications
f8653.pdf,https://www.irs.gov/pub/irs-pdf/f8653.pdf,0425 Form 8653                           (PDF),forms
p5683.pdf,https://www.irs.gov/pub/irs-pdf/p5683.pdf,1025 Publ 5683                           (PDF),publications
p5088.pdf,https://www.irs.gov/pub/irs-pdf/p5088.pdf,1025 Publ 5088                           (PDF),publications
p5838.pdf,https://www.irs.gov/pub/irs-pdf/p5838.pdf,1025 Publ 5838                           (PDF),publications
p5450.pdf,https://www.irs.gov/pub/irs-pdf/p5450.pdf,1025 Publ 5450                           (PDF),publications
p4961.pdf,https://www.irs.gov/pub/irs-pdf/p4961.pdf,1025 Publ 4961                           (PDF),publications
f13533.pdf,https://www.irs.gov/pub/irs-pdf/f13533.pdf,1025 Form 13533                          (PDF),forms
p1321.pdf,https://www.irs.gov/pub/irs-pdf/p1321.pdf,1025 Publ 1321                           (PDF),publications
f15272.pdf,https://www.irs.gov/pub/irs-pdf/f15272.pdf,1025 Form 15272                          (PDF),forms
f4952.pdf,https://www.irs.gov/pub/irs-pdf/f4952.pdf,2025 Form 4952                           (PDF),forms
f8453sp.pdf,https://www.irs.gov/pub/irs-pdf/f8453sp.pdf,2025 Form 8453 (sp)                      (PDF),forms
i1095a.pdf,https://www.irs.gov/pub/irs-pdf/i1095a.pdf,2025 Inst 1095-A                         (PDF),instructions
f8453.pdf,https://www.irs.gov/pub/irs-pdf/f8453.pdf,2025 Form 8453                           (PDF),forms
p5324.pdf,https://www.irs.gov/pub/irs-pdf/p5324.pdf,1025 Publ 5324                           (PDF),publications
f8027.pdf,https://www.irs.gov/pub/irs-pdf/f8027.pdf,2025 Form 8027                           (PDF),forms
i8027.pdf,https://www.irs.gov/pub/irs-pdf/i8027.pdf,2025 Inst 8027                           (PDF),instructions
f945.pdf,https://www.irs.gov/pub/irs-pdf/f945.pdf,2025 Form 945                            (PDF),forms
i945.pdf,https://www.irs.gov/pub/irs-pdf/i945.pdf,2025 Inst 945                            (PDF),instructions
p5166.pdf,https://www.irs.gov/pub/irs-pdf/p5166.pdf,1025 Publ 5166                           (PDF),publications
fw12.pdf,https://www.irs.gov/pub/irs-pdf/fw12.pdf,1025 Form W-12                           (PDF),forms
p4961sp.pdf,https://www.irs.gov/pub/irs-pdf/p4961sp.pdf,1025 Publ 4961 (sp)                      (PDF),publications
iw12.pdf,https://www.irs.gov/pub/irs-pdf/iw12.pdf,1025 Inst W-12                           (PDF),instructions
f6729d.pdf,https://www.irs.gov/pub/irs-pdf/f6729d.pdf,1025 Form 6729-D                         (PDF),forms
f8946.pdf,https://www.irs.gov/pub/irs-pdf/f8946.pdf,1025 Form 8946                           (PDF),forms
p5101.pdf,https://www.irs.gov/pub/irs-pdf/p5101.pdf,1025 Publ 5101                           (PDF),publications
f1094b.pdf,https://www.irs.gov/pub/irs-pdf/f1094b.pdf,2025 Form 1094-B                         (PDF),forms
p5377.pdf,https://www.irs.gov/pub/irs-pdf/p5377.pdf,1025 Publ 5377                           (PDF),publications
p5883.pdf,https://www.irs.gov/pub/irs-pdf/p5883.pdf,0825 Publ 5883                           (PDF),publications
f8082.pdf,https://www.irs.gov/pub/irs-pdf/f8082.pdf,1025 Form 8082                           (PDF),forms
p4696pr.pdf,https://www.irs.gov/pub/irs-pdf/p4696pr.pdf,1025 Publ 4696                           (PDF),publications
f1095b.pdf,https://www.irs.gov/pub/irs-pdf/f1095b.pdf,2025 Form 1095-B                         (PDF),forms
p5361.pdf,https://www.irs.gov/pub/irs-pdf/p5361.pdf,0825 Publ 5361                           (PDF),publications
p6122.pdf,https://www.irs.gov/pub/irs-pdf/p6122.pdf,1025 Publ 6122                           (PDF),publications
p1239.pdf,https://www.irs.gov/pub/irs-pdf/p1239.pdf,0925 Publ 1239                           (PDF),publications
p4281pr.pdf,https://www.irs.gov/pub/irs-pdf/p4281pr.pdf,1025 Publ 4281 (PR)                      (PDF),publications
p4281prs.pdf,https://www.irs.gov/pub/irs-pdf/p4281prs.pdf,1025 Publ 4281 (PR) (sp)                 (PDF),publications
p3598.pdf,https://www.irs.gov/pub/irs-pdf/p3598.pdf,1123 Publ 3598                           (PDF),publications
i8979.pdf,https://www.irs.gov/pub/irs-pdf/i8979.pdf,0925 Inst 8979                           (PDF),instructions
f8979.pdf,https://www.irs.gov/pub/irs-pdf/f8979.pdf,0925 Form 8979                           (PDF),forms
p5378.pdf,https://www.irs.gov/pub/irs-pdf/p5378.pdf,1125 Publ 5378                           (PDF),publications
p4695pr.pdf,https://www.irs.gov/pub/irs-pdf/p4695pr.pdf,1025 Publ 4695 (PR)                      (PDF),publications
p4011.pdf,https://www.irs.gov/pub/irs-pdf/p4011.pdf,1025 Publ 4011                           (PDF),publications
f1040sr.pdf,https://www.irs.gov/pub/irs-pdf/f1040sr.pdf,2025 Form 1040 (Schedule R)              (PDF),forms
